4,7 25,0 50,0 110,0 40,0 120,0 22 0 0 0 0 0 0 0 1 1 1 1
4,3 25,0 11,0 104,0 43,0 130,0 22 13 0 0 0 0 0 0 1 0 1 1
4,47 25,0 10,0 114,0 43,0 130,0 22 23 0 0 0 0 0 0 1 0 0 0
6,5 8,5 20,0 86,0 31,0 750,0 28 22 0 0 0 0 0 0 1 1 1 1
8,55 11,0 20,0 235,0 87,0 530,0 27 24 0 0 0 0 0 0 1 0 1 1
16,6 10,0 30,0 186,0 88,0 200,0 73 0 0 0 0 0 0 0 1 1 0 0
4,77 25,0 10,0 138,0 65,0 140,0 22 42 40 39 0 0 0 0 1 0 1 0
4,0 24,0 5,0 90,0 31,0 237,0 22 5 0 0 0 0 0 0 1 0 0 0
4,47 25,0 10,0 114,0 43,0 140,0 22 41 0 0 0 0 0 0 1 0 1 0
4,77 25,0 5,0 138,0 65,0 140,0 22 40 0 0 0 0 0 0 1 0 0 1
8,25 22,5 5,0 225,0 83,0 525,0 25 27 0 0 0 0 0 0 1 0 0 0
4,47 25,0 5,0 114,0 43,0 140,0 22 41 51 0 0 0 0 0 1 0 0 0
7,9 42,0 0,5 195,0 72,0 165,0 26 24 28 42 25 14 0 0 1 1 1 1
8,36 15,0 5,0 220,0 90,0 530,0 27 24 42 0 0 0 0 0 0 1 0 0
5,8 16,0 5,0 55,0 25,0 275,0 22 41 40 73 0 0 0 0 0 0 0 1
1,47 13,0 0,0 45,0 17,5 72,0 12 3 13 0 0 0 0 0 1 1 1 1
21,0 25,0 0,0 210,0 75,0 385,0 78 77 0 0 0 0 0 0 1 1 1 1
21,2 22,0 0,0 210,0 77,0 360,0 78 77 0 0 0 0 0 0 1 1 1 1
21,5 11,0 0,0 190,0 70,0 360,0 78 77 0 0 0 0 0 0 1 1 1 1
8,4 35,0 0,0 215,0 83,0 325,0 28 24 0 0 0 0 0 0 1 1 1 1
7,7 35,0 0,0 200,0 77,0 335,0 28 24 26 0 0 0 0 0 1 1 1 1
8,9 20,0 0,0 110,0 40,0 205,0 29 47 0 0 0 0 0 0 1 1 1 1
8,5 6,0 0,0 127,0 46,0 165,0 29 47 0 0 0 0 0 0 1 1 1 1
6,5 10,0 0,0 74,0 31,0 195,0 40 41 0 0 0 0 0 0 1 1 1 1
6,7 10,0 0,0 74,0 30,0 200,0 40 41 29 0 0 0 0 0 1 1 1 1
6,5 10,0 0,0 70,0 30,0 210,0 40 41 26 0 0 0 0 0 1 1 1 1
16,45 15,0 0,0 186,0 70,0 420,0 73 74 0 0 0 0 0 0 1 1 1 1
16,2 20,0 0,0 172,0 63,0 320,0 73 74 0 0 0 0 0 0 1 1 1 1
6,15 6,0 0,0 70,0 30,0 350,0 28 22 72 0 0 0 0 0 0 1 0 0
7,8 45,0 0,0 210,0 80,0 275,0 26 24 28 42 29 47 0 0 1 1 1 1
8,52 35,0 0,0 106,0 40,0 190,0 29 30 13 14 12 28 0 0 1 1 1 1
1,81 16,0 0,0 45,0 17,0 59,0 12 30 20 0 0 0 0 0 1 1 1 1
1,78 11,0 0,0 45,0 17,0 60,0 12 30 38 0 0 0 0 0 1 1 1 1
1,79 13,0 0,0 46,0 18,0 55,0 12 20 38 0 0 0 0 0 1 1 1 1
2,77 8,0 0,0 70,0 27,0 115,0 13 29 0 0 0 0 0 0 1 1 1 1
2,8 17,0 0,0 69,0 26,0 120,0 13 12 14 40 0 0 0 0 1 1 1 1
6,6 0,1 0,0 47,0 18,0 70,0 30 47 0 0 0 0 0 0 1 1 1 1
6,8 0,1 0,0 62,0 23,0 95,0 30 29 0 0 0 0 0 0 1 1 1 1
6,98 0,1 0,0 75,0 25,0 110,0 30 29 22 0 0 0 0 0 1 1 1 1
8,67 1,0 0,0 197,0 77,0 475,0 28 13 24 0 0 0 0 0 1 1 1 1
7,9 0,0 0,0 192,0 158,0 138,0 13 27 26 28 0 0 0 0 0 0 0 0
7,4 0,0 0,0 182,0 346,0 212,0 13 27 26 28 0 0 0 0 0 0 0 0
7,0 0,0 0,0 172,0 794,0 385,0 13 27 26 28 0 0 0 0 0 0 0 0
6,6 0,0 0,0 162,0 964,0 456,0 13 27 26 28 0 0 0 0 0 0 0 0
8,5 0,0 0,0 207,0 204,0 125,0 27 26 28 0 0 0 0 0 0 0 0 0
8,5 0,0 0,0 207,0 209,0 125,0 27 26 28 0 0 0 0 0 0 0 0 0
7,7 0,0 0,0 186,0 196,0 149,0 27 26 28 14 0 0 0 0 0 0 0 0
7,1 0,0 0,0 185,0 476,0 287,0 27 26 28 14 0 0 0 0 0 0 0 0
6,6 0,0 0,0 184,0 1301,0 570,0 27 26 28 14 0 0 0 0 0 0 0 0
6,8 0,0 0,0 183,0 2033,0 624,0 13 27 24 26 28 0 0 0 0 0 0 0
6,8 17,0 0,0 182,0 1641,0 569,0 13 27 24 26 41 28 0 0 0 0 0 0
6,8 11,0 0,0 182,666666666666 1959,0 668,0 13 27 24 26 41 28 0 0 0 0 0 0
7,0 4,0 0,0 183,333333333333 2473,0 747,0 13 27 24 26 41 28 0 0 0 0 0 0
6,7 25,0 0,0 184,0 1373,0 520,0 13 27 24 26 28 0 0 0 0 0 0 0
6,4 23,0 0,0 178,0 2260,0 178,0 13 27 24 26 28 22 0 0 0 0 0 0
7,7 29,5 0,0 212,0 220,0 171,0 13 27 24 26 25 28 0 0 0 0 0 0
7,5 36,0 0,0 205,0 244,0 182,0 13 27 24 26 25 28 0 0 0 0 0 0
7,4 42,5 0,0 208,0 285,0 183,0 13 27 24 26 25 28 0 0 0 0 0 0
7,4 49,0 0,0 211,0 331,0 220,0 13 27 24 26 25 28 0 0 0 0 0 0
7,3 55,5 0,0 214,0 526,0 278,0 13 27 24 26 25 28 0 0 0 0 0 0
7,2 62,0 0,0 217,0 833,0 405,0 13 27 24 26 25 28 0 0 0 0 0 0
8,0 68,5 0,0 220,0 208,0 176,0 27 24 26 25 28 0 0 0 0 0 0 0
8,0 75,0 0,0 220,0 230,0 135,0 27 24 26 25 28 0 0 0 0 0 0 0
7,9 75,0 0,0 215,0 200,0 144,0 27 24 26 25 28 23 0 0 0 0 0 0
7,8 75,0 0,0 210,0 620,0 275,0 27 24 26 25 28 23 0 0 0 0 0 0
7,7 7,8 0,0 209,428571428571 740,0 380,0 27 24 26 25 28 23 0 0 0 0 0 0
7,7 0,5 0,0 208,857142857142 1660,0 636,0 27 24 26 25 28 23 0 0 0 0 0 0
6,3 29,0 0,0 208,285714285714 1406,0 472,0 13 24 26 28 0 0 0 0 0 0 0 0
6,5 29,0 0,0 207,714285714285 1487,0 549,0 13 24 26 42 28 0 0 0 0 0 0 0
6,8 13,0 0,0 207,142857142857 1749,0 622,0 13 24 26 42 28 0 0 0 0 0 0 0
7,0 0,0 0,0 206,571428571428 1513,0 854,0 13 24 26 42 28 0 0 0 0 0 0 0
8,3 3,5 0,0 206,0 230,0 286,0 27 24 29 26 28 0 0 0 0 0 0 0
5,9 7,0 0,0 145,0 980,0 516,0 13 29 26 28 22 0 0 0 0 0 0 0
5,9 7,0 0,0 145,0 980,0 516,0 13 29 26 28 22 0 0 0 0 0 0 0
6,1 8,0 0,0 146,0 1074,0 516,0 13 29 26 28 22 0 0 0 0 0 0 0
5,7 0,85 0,0 108,0 300,0 537,0 13 29 28 22 0 0 0 0 0 0 0 0
7,7 1,09411764705882 0,0 107,0 1965,0 500,0 13 41 73 22 23 40 0 0 0 0 0 0
8,1 1,33823529411764 0,0 110,0 1965,0 490,0 13 41 73 22 40 0 0 0 0 0 0 0
9,1 1,58235294117647 0,0 107,0 1841,0 500,0 13 72 41 73 22 40 0 0 0 0 0 0
7,6 1,82647058823529 0,0 109,0 2035,0 530,0 13 41 73 22 23 40 0 0 0 0 0 0
7,1 2,07058823529411 0,0 107,0 2000,0 591,0 13 42 41 73 22 40 0 0 0 0 0 0
6,8 2,31470588235294 0,0 105,0 1280,0 408,0 13 41 73 22 40 0 0 0 0 0 0 0
9,5 2,55882352941176 0,0 63,0 1188,0 353,0 13 72 41 73 22 40 0 0 0 0 0 0
9,3 2,80294117647058 0,0 97,0 1302,0 396,0 13 72 41 73 22 40 0 0 0 0 0 0
9,1 3,04705882352941 0,0 102,0 1415,0 427,0 13 72 41 73 22 40 0 0 0 0 0 0
8,9 3,29117647058823 0,0 103,0 1489,0 441,0 13 72 41 73 22 40 0 0 0 0 0 0
9,9 3,53529411764705 0,0 55,0 1073,0 295,0 72 41 73 22 40 0 0 0 0 0 0 0
7,1 3,77941176470588 0,0 161,0 1250,0 460,0 13 42 41 22 23 0 0 0 0 0 0 0
6,8 4,0235294117647 0,0 156,0 1625,0 487,0 13 42 41 22 23 0 0 0 0 0 0 0
6,6 4,26764705882352 0,0 151,0 1260,0 517,0 13 42 41 22 23 0 0 0 0 0 0 0
6,4 4,51176470588235 0,0 147,0 1375,0 537,0 13 42 41 22 23 0 0 0 0 0 0 0
7,3 4,75588235294117 0,0 167,0 1200,0 441,0 42 41 22 23 0 0 0 0 0 0 0 0
5,5 5,0 0,0 104,0 1020,0 448,0 13 41 22 23 0 0 0 0 0 0 0 0
8,0 5,85185185185185 0,0 104,25 1595,0 540,0 24 42 41 73 22 40 0 0 0 0 0 0
6,6 6,7037037037037 0,0 104,5 1298,0 482,0 24 41 22 23 40 0 0 0 0 0 0 0
6,6 7,55555555555555 0,0 104,75 1260,0 418,0 24 41 22 40 0 0 0 0 0 0 0 0
6,4 8,4074074074074 0,0 105,0 918,0 304,0 41 22 23 40 0 0 0 0 0 0 0 0
6,5 9,25925925925926 0,0 100,0 1105,0 335,0 41 22 23 40 0 0 0 0 0 0 0 0
9,9 10,1111111111111 0,0 96,0 1112,0 395,0 72 42 41 73 22 40 0 0 0 0 0 0
9,9 10,9629629629629 0,0 102,0 1317,0 480,0 72 42 41 73 22 40 0 0 0 0 0 0
9,9 11,8148148148148 0,0 109,0 1373,0 492,0 72 42 41 73 22 40 0 0 0 0 0 0
9,9 12,6666666666666 0,0 115,0 1512,0 505,0 72 42 41 73 22 40 0 0 0 0 0 0
9,9 13,5185185185185 0,0 85,0 1015,0 335,0 72 41 73 22 40 0 0 0 0 0 0 0
9,9 14,3703703703703 0,0 137,0 1512,0 505,0 72 42 41 73 22 40 0 0 0 0 0 0
10,2 15,2222222222222 0,0 143,0 1600,0 542,0 72 42 73 22 40 0 0 0 0 0 0 0
7,8 16,074074074074 0,0 123,0 1399,0 490,0 72 41 14 22 23 0 0 0 0 0 0 0
8,2 16,9259259259259 0,0 103,0 903,0 301,0 72 41 73 22 40 0 0 0 0 0 0 0
10,7 17,7777777777777 0,0 186,0 1525,0 504,0 42 41 73 23 0 0 0 0 0 0 0 0
12,4 18,6296296296296 0,0 229,0 1246,0 536,0 42 41 73 23 74 0 0 0 0 0 0 0
13,7 19,4814814814814 0,0 250,0 1058,0 454,0 42 41 73 74 0 0 0 0 0 0 0 0
8,3 20,3333333333333 0,0 167,0 215,0 147,0 29 25 28 30 0 0 0 0 0 0 0 0
8,3 21,1851851851851 0,0 169,0 140,0 109,0 29 25 28 30 0 0 0 0 0 0 0 0
8,1 22,037037037037 0,0 170,333333333333 515,0 241,0 13 29 25 28 0 0 0 0 0 0 0 0
8,3 22,8888888888888 0,0 171,666666666666 630,0 318,0 29 25 28 50 0 0 0 0 0 0 0 0
8,3 23,7407407407407 0,0 173,0 330,0 166,0 13 29 25 28 0 0 0 0 0 0 0 0
8,4 24,5925925925925 0,0 167,0 380,0 205,0 29 25 28 50 0 0 0 0 0 0 0 0
12,6 25,4444444444444 0,0 161,0 2034,0 715,0 24 73 22 23 74 0 0 0 0 0 0 0
12,3 26,2962962962962 0,0 155,0 2050,0 780,0 24 73 22 23 74 0 0 0 0 0 0 0
13,0 27,1481481481481 0,0 149,0 2327,0 715,0 24 73 23 74 0 0 0 0 0 0 0 0
7,7 28,0 0,0 143,0 1350,0 442,0 72 42 41 14 22 40 0 0 0 0 0 0
7,5 23,0 0,0 137,0 1370,0 494,0 72 42 41 14 22 40 0 0 0 0 0 0
7,2 23,0 0,0 131,0 1600,0 524,0 72 42 41 14 22 40 0 0 0 0 0 0
7,0 12,0 0,0 125,0 1550,0 580,0 72 42 41 14 22 40 0 0 0 0 0 0
6,8 9,0 0,0 119,0 1650,0 640,0 72 42 41 14 22 40 0 0 0 0 0 0
7,9 25,0 0,0 113,0 1150,0 400,0 72 42 41 22 40 0 0 0 0 0 0 0
9,9 24,8321428571428 0,0 107,0 1900,0 420,0 72 41 73 22 40 0 0 0 0 0 0 0
9,9 24,6642857142857 0,0 107,0 1520,0 530,0 72 41 73 22 40 0 0 0 0 0 0 0
9,9 24,4964285714285 0,0 107,0 795,0 340,0 72 41 73 22 40 0 0 0 0 0 0 0
9,9 24,3285714285714 0,0 107,0 830,0 309,0 72 41 73 22 40 0 0 0 0 0 0 0
9,9 24,1607142857142 0,0 107,0 1202,0 366,0 72 41 73 22 40 0 0 0 0 0 0 0
9,9 23,9928571428571 0,0 107,0 1145,0 351,0 72 41 73 22 40 0 0 0 0 0 0 0
11,1 23,825 0,0 106,5 2310,0 571,0 72 41 73 40 0 0 0 0 0 0 0 0
11,1 23,6571428571428 0,0 106,0 2100,0 536,0 72 41 73 40 0 0 0 0 0 0 0 0
11,1 23,4892857142857 0,0 105,5 1950,0 550,0 72 41 73 40 0 0 0 0 0 0 0 0
11,1 23,3214285714285 0,0 105,0 1315,0 365,0 72 41 73 40 0 0 0 0 0 0 0 0
13,1 23,1535714285714 0,0 242,0 1109,0 478,3 42 41 73 22 74 0 0 0 0 0 0 0
12,6 22,9857142857142 0,0 234,0 1211,0 481,2 42 41 73 22 74 0 0 0 0 0 0 0
12,2 22,8178571428571 0,0 228,0 1304,0 495,6 42 41 73 22 74 0 0 0 0 0 0 0
11,8 22,65 0,0 222,0 1455,0 507,5 42 41 73 22 74 0 0 0 0 0 0 0
7,4 22,4821428571428 0,0 223,8 568,0 345,0 13 27 24 26 28 22 0 0 0 0 0 0
7,4 22,3142857142857 0,0 225,6 596,0 345,0 13 27 24 26 28 22 0 0 0 0 0 0
7,4 22,1464285714285 0,0 227,4 487,0 345,0 13 27 24 26 28 22 0 0 0 0 0 0
7,4 21,9785714285714 0,0 229,2 486,0 345,0 13 27 24 26 28 22 0 0 0 0 0 0
8,3 21,8107142857142 0,0 231,0 1100,0 468,0 27 24 28 0 0 0 0 0 0 0 0 0
8,3 21,6428571428571 0,0 231,0 597,0 326,0 27 24 28 0 0 0 0 0 0 0 0 0
8,3 21,475 0,0 231,0 346,0 223,0 27 24 28 0 0 0 0 0 0 0 0 0
8,0 21,3071428571428 0,0 220,0 210,0 130,2 27 24 26 25 28 0 0 0 0 0 0 0
8,0 21,1392857142857 0,0 220,0 1150,0 394,1 27 24 26 25 28 0 0 0 0 0 0 0
8,0 20,9714285714285 0,0 220,0 1300,0 430,7 27 24 26 25 28 0 0 0 0 0 0 0
9,2 20,8035714285714 0,0 134,0 1108,0 427,9 41 73 22 23 0 0 0 0 0 0 0 0
9,2 20,6357142857142 0,0 134,0 1308,0 444,3 41 73 22 23 0 0 0 0 0 0 0 0
9,2 20,4678571428571 0,0 134,0 1373,0 510,9 41 73 22 23 0 0 0 0 0 0 0 0
8,0 20,3 0,0 146,615384615384 1314,0 415,0 27 24 26 25 28 0 0 0 0 0 0 0
7,9 12,6 0,0 159,230769230769 1631,0 432,0 13 27 24 26 25 28 0 0 0 0 0 0
7,6 4,9 0,0 171,846153846153 1836,0 511,0 13 27 24 26 25 28 0 0 0 0 0 0
7,4 3,8 0,0 184,461538461538 1932,0 553,0 13 27 24 26 25 28 0 0 0 0 0 0
7,1 1,69 0,0 197,076923076923 2230,0 622,0 13 27 24 26 25 28 0 0 0 0 0 0
6,4 3,495 0,0 209,692307692307 1750,0 1183,0 13 27 24 28 0 0 0 0 0 0 0 0
11,7 5,3 0,0 222,307692307692 3416,0 1010,0 24 42 41 73 23 74 0 0 0 0 0 0
11,7 2,0 0,0 234,923076923076 3410,0 991,3 24 42 41 73 23 74 0 0 0 0 0 0
11,7 1,9 0,0 247,538461538461 3338,0 988,3 24 42 41 73 23 74 0 0 0 0 0 0
8,0 3,195 0,0 260,153846153846 2680,0 741,0 24 42 41 73 22 23 0 0 0 0 0 0
6,7 4,49 0,0 272,76923076923 1631,0 519,0 13 27 24 26 28 0 0 0 0 0 0 0
6,7 5,785 0,0 285,384615384615 1209,0 493,0 13 27 24 26 28 0 0 0 0 0 0 0
13,7 7,08 0,0 298,0 896,0 473,0 42 41 75 74 0 0 0 0 0 0 0 0
13,5 8,33 0,0 279,454545454545 1074,0 510,0 6 42 41 75 73 74 0 0 0 0 0 0
13,4 8,81 0,0 260,90909090909 1144,0 558,0 6 42 41 75 73 74 0 0 0 0 0 0
13,3 10,25 0,0 242,363636363636 1202,0 583,0 6 42 41 75 73 74 0 0 0 0 0 0
13,3 9,64 0,0 223,818181818181 1241,0 615,0 6 42 41 75 73 74 0 0 0 0 0 0
5,9 9,9876923076923 0,0 205,272727272727 1241,0 581,7 13 27 24 26 28 0 0 0 0 0 0 0
5,9 10,3353846153846 0,0 186,727272727272 1324,0 605,5 13 27 24 26 28 22 0 0 0 0 0 0
6,1 10,6830769230769 0,0 168,181818181818 1566,0 641,7 13 27 24 26 28 22 0 0 0 0 0 0
6,2 11,0307692307692 0,0 149,636363636363 1503,0 639,6 13 27 24 26 28 22 0 0 0 0 0 0
6,2 11,3784615384615 0,0 131,090909090909 1448,0 703,0 13 27 24 26 28 22 0 0 0 0 0 0
6,3 11,7261538461538 0,0 112,545454545454 1272,0 856,9 13 27 24 26 28 22 0 0 0 0 0 0
6,5 12,0738461538461 0,0 94,0 1223,0 372,0 41 22 40 0 0 0 0 0 0 0 0 0
8,4 12,4215384615384 0,0 89,0 1000,0 351,0 72 41 22 40 0 0 0 0 0 0 0 0
8,2 12,7692307692307 0,0 226,0 163,0 168,9 27 24 26 28 0 0 0 0 0 0 0 0
8,9 13,116923076923 0,0 238,0 335,0 244,0 27 24 26 28 74 0 0 0 0 0 0 0
9,8 13,4646153846153 0,0 193,72 556,0 357,9 27 24 26 28 74 0 0 0 0 0 0 0
8,1 13,8123076923076 0,0 149,44 2663,0 826,0 24 26 42 41 23 0 0 0 0 0 0 0
7,6 14,16 0,0 105,16 1647,0 792,0 24 26 42 41 22 0 0 0 0 0 0 0
7,4 14,5076923076923 0,0 60,8799999999999 1707,0 699,0 26 42 41 22 23 0 0 0 0 0 0 0
7,8 14,8553846153846 0,0 16,6 62,0 107,0 13 24 29 26 28 0 0 0 0 0 0 0
7,8 15,2030769230769 0,0 47,0 350,0 209,0 13 24 29 26 28 0 0 0 0 0 0 0
7,8 15,5507692307692 0,0 35,2 535,0 321,0 13 24 29 26 28 0 0 0 0 0 0 0
7,8 15,8984615384615 0,0 51,4 255,0 159,0 13 24 29 26 28 0 0 0 0 0 0 0
7,8 16,2461538461538 0,0 214,0 540,0 263,0 27 24 26 28 22 0 0 0 0 0 0 0
7,8 16,5938461538461 0,0 213,0 586,0 308,0 27 24 26 28 22 0 0 0 0 0 0 0
7,8 16,9415384615384 0,0 212,0 672,0 335,0 24 26 28 22 0 0 0 0 0 0 0 0
6,5 17,2892307692307 0,0 100,0 1160,0 338,3 72 22 23 40 0 0 0 0 0 0 0 0
6,5 17,636923076923 0,0 100,0 405,0 338,3 72 22 23 40 0 0 0 0 0 0 0 0
6,5 17,9846153846153 0,0 100,0 85,0 338,3 72 22 23 40 0 0 0 0 0 0 0 0
6,6 18,3323076923076 0,0 100,0 1115,0 332,4 72 41 22 23 40 0 0 0 0 0 0 0
6,7 18,68 0,0 100,0 1065,0 322,5 72 41 22 23 40 0 0 0 0 0 0 0
6,7 19,0276923076923 0,0 100,0 718,0 322,5 72 41 22 23 40 0 0 0 0 0 0 0
6,7 19,3753846153846 0,0 100,0 135,0 322,5 72 41 22 23 40 0 0 0 0 0 0 0
6,8 19,7230769230769 0,0 100,0 1025,0 318,9 72 41 22 23 40 0 0 0 0 0 0 0
6,9 20,0707692307692 0,0 101,0 980,0 310,4 72 41 22 23 40 0 0 0 0 0 0 0
6,9 20,4184615384615 0,0 101,0 859,0 310,4 72 41 22 23 40 0 0 0 0 0 0 0
6,9 20,7661538461538 0,0 101,0 195,0 310,4 72 41 22 23 40 0 0 0 0 0 0 0
8,1 21,1138461538461 0,0 115,9 1190,0 398,0 24 29 26 25 28 0 0 0 0 0 0 0
8,1 21,4615384615384 0,0 130,8 1170,0 367,0 24 29 26 25 28 0 0 0 0 0 0 0
8,1 21,8092307692307 0,0 145,7 1030,0 312,0 24 29 26 25 28 0 0 0 0 0 0 0
8,1 22,156923076923 0,0 160,6 970,0 271,0 24 29 26 25 28 0 0 0 0 0 0 0
8,1 22,5046153846153 0,0 175,5 850,0 183,0 24 29 26 25 28 0 0 0 0 0 0 0
8,1 22,8523076923076 0,0 190,4 470,0 162,0 24 29 26 25 28 0 0 0 0 0 0 0
6,7 23,2 0,0 205,3 1221,1 550,0 13 27 24 26 28 0 0 0 0 0 0 0
6,7 26,5 0,0 220,2 1186,7 510,0 13 27 24 26 28 0 0 0 0 0 0 0
6,7 21,4 0,0 235,1 1112,9 503,0 13 27 24 26 28 0 0 0 0 0 0 0
13,7 3,8 0,0 250,0 1217,0 504,5 42 41 73 74 0 0 0 0 0 0 0 0
12,9 10,5 0,0 244,071428571428 1826,0 567,0 42 41 14 73 74 0 0 0 0 0 0 0
12,2 5,8 0,0 238,142857142857 1883,0 697,0 42 41 14 73 74 0 0 0 0 0 0 0
11,6 1,6 0,0 232,214285714285 2483,0 682,6 42 41 14 73 74 0 0 0 0 0 0 0
7,8 4,5 0,0 226,285714285714 1616,0 457,0 6 27 24 26 25 28 22 0 0 0 0 0
7,8 10,0 0,0 220,357142857142 1652,0 461,0 6 27 24 26 25 28 22 0 0 0 0 0
7,8 11,4 0,0 214,428571428571 1490,0 428,0 6 27 24 26 25 28 22 0 0 0 0 0
7,8 20,1 0,0 208,5 1194,0 378,0 6 27 24 26 25 28 22 0 0 0 0 0
7,6 20,04 0,0 202,571428571428 777,0 142,5 27 24 29 28 14 0 0 0 0 0 0 0
6,9 19,98 0,0 196,642857142857 929,0 430,9 13 27 29 26 28 0 0 0 0 0 0 0
7,0 19,92 0,0 190,714285714285 1021,0 420,0 13 27 29 26 28 0 0 0 0 0 0 0
7,0 19,86 0,0 184,785714285714 994,0 391,4 13 27 29 26 28 0 0 0 0 0 0 0
7,2 19,8 0,0 178,857142857142 680,0 323,8 13 27 29 26 28 0 0 0 0 0 0 0
7,3 19,74 0,0 172,928571428571 544,0 299,2 13 27 29 26 28 0 0 0 0 0 0 0
7,5 19,68 0,0 167,0 268,0 279,6 13 27 29 26 28 0 0 0 0 0 0 0
7,1 19,62 0,0 172,6 1091,0 353,0 13 24 26 25 28 0 0 0 0 0 0 0
6,9 19,56 0,0 178,2 1130,0 361,0 13 24 26 25 28 0 0 0 0 0 0 0
6,8 19,5 0,0 183,8 1170,0 375,0 13 24 26 25 28 0 0 0 0 0 0 0
6,7 19,44 0,0 189,4 1200,0 386,0 13 24 26 25 28 0 0 0 0 0 0 0
7,8 19,38 0,0 195,0 225,0 130,1 27 24 26 28 14 0 0 0 0 0 0 0
7,8 19,32 0,0 195,0 705,0 318,2 27 24 26 28 14 0 0 0 0 0 0 0
7,8 19,26 0,0 195,0 320,0 153,8 27 24 26 28 14 0 0 0 0 0 0 0
9,1 19,2 0,0 197,428571428571 650,0 470,0 27 24 26 25 28 46 0 0 0 0 0 0
9,1 19,14 0,0 199,857142857142 650,0 380,0 27 24 26 25 28 46 0 0 0 0 0 0
9,0 19,08 0,0 202,285714285714 650,0 180,0 27 24 26 25 28 46 0 0 0 0 0 0
8,9 19,02 0,0 204,714285714285 650,0 160,0 27 24 26 25 28 46 0 0 0 0 0 0
7,6 18,96 0,0 207,142857142857 2297,94 362,2 24 26 28 22 0 0 0 0 0 0 0 0
7,5 18,9 0,0 209,571428571428 2364,63 510,3 24 26 28 22 0 0 0 0 0 0 0 0
7,4 18,84 0,0 212,0 2475,41 600,3 24 26 28 22 0 0 0 0 0 0 0 0
7,3 18,78 0,0 208,0 2380,79 709,6 24 26 28 22 0 0 0 0 0 0 0 0
7,2 18,72 0,0 204,0 1923,15 718,2 24 26 28 22 0 0 0 0 0 0 0 0
6,5 18,66 0,0 193,642857142857 1010,0 633,0 13 24 29 26 25 0 0 0 0 0 0 0
6,7 18,6 0,0 183,285714285714 1120,0 680,0 13 24 29 26 25 74 0 0 0 0 0 0
6,8 18,54 0,0 172,928571428571 1250,0 705,0 13 24 29 26 25 74 0 0 0 0 0 0
7,9 18,48 0,0 162,571428571428 1510,0 780,0 13 24 29 26 25 74 0 0 0 0 0 0
8,3 18,42 0,0 152,214285714285 773,0 211,0 72 22 40 0 0 0 0 0 0 0 0 0
6,8 18,36 0,0 141,857142857142 1001,0 233,0 72 21 22 40 0 0 0 0 0 0 0 0
7,0 18,3 0,0 131,5 554,0 241,0 72 22 39 40 0 0 0 0 0 0 0 0
6,2 18,24 0,0 121,142857142857 793,0 256,0 72 21 22 39 40 0 0 0 0 0 0 0
7,1 18,18 0,0 110,785714285714 1129,4 305,4 13 27 24 26 28 0 0 0 0 0 0 0
7,1 18,12 0,0 100,428571428571 1159,7 357,3 13 27 24 26 42 28 0 0 0 0 0 0
7,1 18,06 0,0 90,0714285714285 1250,8 362,6 13 27 24 26 42 28 0 0 0 0 0 0
7,2 18,0 0,0 79,7142857142857 1198,3 359,7 13 27 24 26 42 28 0 0 0 0 0 0
8,1 17,94 0,0 69,3571428571428 2121,0 615,0 27 24 29 28 30 0 0 0 0 0 0 0
9,9 17,88 0,0 59,0 1155,0 359,0 72 41 73 22 40 0 0 0 0 0 0 0
8,9 17,82 0,0 98,0 1144,0 358,0 41 73 22 40 0 0 0 0 0 0 0 0
10,0 17,7599999999999 0,0 143,0 620,0 246,0 41 73 22 0 0 0 0 0 0 0 0 0
6,5 17,7 0,0 88,0 956,0 295,0 41 22 40 0 0 0 0 0 0 0 0 0
9,2 17,64 0,0 127,0 822,0 294,0 41 73 22 40 0 0 0 0 0 0 0 0
8,0 17,58 0,0 127,0 1100,0 435,0 27 24 26 25 28 0 0 0 0 0 0 0
7,3 17,52 0,0 127,0 2012,0 515,0 13 27 24 26 28 22 0 0 0 0 0 0
5,7 19,25 0,0 127,0 1509,0 422,0 13 41 22 40 0 0 0 0 0 0 0 0
5,7 20,98 0,0 127,0 1579,0 418,0 13 41 22 40 0 0 0 0 0 0 0 0
5,7 22,71 0,0 127,0 1080,0 539,6 13 41 22 40 0 0 0 0 0 0 0 0
6,5 24,4399999999999 0,0 127,0 1105,0 335,0 41 22 23 40 0 0 0 0 0 0 0 0
6,6 26,1699999999999 0,0 127,0 1260,0 418,0 24 41 22 40 0 0 0 0 0 0 0 0
6,8 27,9 0,0 127,0 1914,1 623,7 13 24 26 42 28 0 0 0 0 0 0 0
6,6 14,3 0,0 127,0 2161,7 712,0 13 24 26 42 28 22 0 0 0 0 0 0
6,5 14,8 0,0 127,0 2185,1 731,9 13 24 26 42 28 22 0 0 0 0 0 0
6,5 10,4 0,0 127,0 2228,7 751,7 13 24 26 42 28 22 0 0 0 0 0 0
6,4 10,4 0,0 127,0 1314,5 756,1 13 24 26 42 28 22 0 0 0 0 0 0
6,4 10,4 0,0 127,0 618,8 766,2 13 24 26 42 28 22 0 0 0 0 0 0
